Weather_Condition,Air_Traffic_Congestion,Technical_Issues,Airport_Operations,Security_Conditions,Late_Arrivals,Delay
13,31,59,10,26,52,2.299345871
12,38,87,87,29,68,2.204625177
11,53,14,94,28,79,2.756359195
54,42,28,45,46,14,6.29112616
27,65,88,32,6,73,5.538595456
21,10,9,89,30,8,1.05328056
83,7,21,26,25,30,2.058262304
18,34,19,18,98,37,6.928374104
74,100,77,60,18,11,4.193852116
29,26,12,77,34,64,4.10977215
53,92,77,27,64,43,0.587570047
89,72,32,55,18,72,7.936876803
14,72,28,0,94,33,3.138582024
29,16,62,75,1,27,10.21096768
28,1,30,35,2,58,2.542410154
31,21,0,91,12,63,4.526823577
29,60,93,4,61,98,3.237876063
15,80,89,48,41,82,8.737414969
35,1,89,85,82,85,23.00132491
81,87,100,32,87,16,6.264327599
47,89,72,98,66,32,3.991430854
27,16,11,14,89,57,24
61,66,24,49,70,88,1.171575394
82,21,60,63,75,98,1.36672623
55,32,50,74,91,1,0.78131999
55,54,3,49,63,38,0.898924534
74,69,69,24,38,22,1.248021481
16,53,29,65,86,67,5.216383269
61,41,23,41,46,32,1.578451554
20,39,88,78,15,41,0.863093994
36,75,29,52,79,8,18.61934436
33,16,72,46,65,60,4.256340556
96,32,42,80,75,73,0.882682643
28,38,75,42,20,3,4.714867218
67,24,60,51,42,1,1.502283913
95,57,25,46,46,34,1.209324412
59,95,58,18,38,92,2.246310308
10,77,7,73,95,59,0.657815291
89,95,18,32,86,45,1.390666184
81,45,32,74,35,96,5.573557118
95,95,67,34,57,9,5.677275735
59,5,11,25,11,66,2.373796202
90,93,71,3,65,42,1.417004038
79,33,56,40,21,59,7.225003719
73,11,45,87,98,60,0.691260404
33,47,68,53,80,32,9.006740068
32,49,31,15,83,77,0.903582726
9,20,60,5,65,87,0.207529112
59,45,68,55,46,29,2.237675142
25,38,1,56,36,60,2.344207697
24,58,4,45,89,53,11.02684413
1,8,53,46,75,43,1.730641268
89,76,86,11,11,86,3.633296465
83,76,68,95,19,98,1.117164954
2,100,59,84,93,4,0.627612442
31,18,16,43,49,43,1.26057948
0,6,9,37,100,83,4.675651823
23,96,5,91,24,70,0.811260803
49,74,84,39,2,16,0.462046761
42,73,15,60,3,95,4.893650565
43,77,94,24,9,41,0.962901288
32,74,39,2,31,47,3.361083494
37,52,40,89,19,39,9.975113691
51,20,96,0,71,38,0.50232939
34,54,99,91,90,48,2.96487238
16,40,71,9,57,33,0.652305639
57,38,82,49,25,19,0.609701542
47,74,1,77,82,73,1.303388834
42,26,25,10,2,18,2.148655503
47,40,5,20,71,21,4.91242775
43,60,18,64,99,66,1.85651494
32,23,85,81,44,88,1.045352122
74,64,98,65,32,57,0.797553804
86,59,99,83,1,45,2.782461085
95,77,38,76,56,16,0.337649863
82,100,7,57,42,37,7.074059524
75,90,60,95,54,45,3.192911712
91,49,0,20,10,16,3.919671572
1,57,90,32,19,34,4.997295086
9,9,47,34,97,43,1.109796697
82,95,51,94,44,76,1.256107331
27,10,75,20,36,38,1.365380756
46,93,100,68,56,19,2.787202747
7,57,60,25,3,37,3.838613594
22,78,27,61,77,83,18.30179783
47,35,77,1,13,85,0.801691398
93,64,66,36,43,74,2.637979843
91,85,55,81,62,76,1.005092481
62,73,56,82,9,15,4.438023422
76,29,18,22,9,62,0.346181721
36,87,19,28,94,65,7.645458829
11,6,92,84,12,97,5.024000621
73,96,100,36,16,15,2.175425978
80,11,55,77,99,16,4.630891401
64,36,33,69,86,51,0.704570073
85,77,51,71,67,67,22.79853624
14,80,50,31,97,10,1.396380643
79,8,75,98,6,67,0.719304996
83,46,52,1,78,26,2.292293929
9,87,74,54,92,6,18.1410155
41,73,28,99,23,7,3.613458354
25,89,46,11,91,58,9.008373837
48,3,5,24,95,78,1.040320439
22,67,12,71,100,50,8.926072657
63,90,98,13,9,56,1.817861959
16,78,52,71,10,54,0.637898561
33,78,75,8,23,33,0.471786036
56,56,4,84,34,98,0.796889965
85,75,33,46,40,49,0.265023444
3,30,27,30,54,36,3.920616854
70,41,75,37,13,73,9.426885149
68,61,52,50,65,16,1.55625488
94,11,21,89,13,35,0.36165864
82,98,84,82,68,52,1.291018797
67,9,17,25,74,86,4.184392551
49,52,75,88,12,27,1.32256399
85,19,25,28,0,13,0.543509121
66,58,23,16,60,7,0.776185695
86,22,97,8,15,60,6.702421324
67,87,10,72,30,38,0.358348289
87,79,9,47,1,28,13.1466687
58,66,100,58,47,82,3.753518023
77,6,55,89,60,38,3.858068694
62,47,78,70,84,54,1.028692329
66,66,9,40,68,93,3.153791378
84,25,73,46,5,19,2.515816167
25,14,58,42,2,28,2.53043152
0,65,61,22,65,34,6.894033576
93,54,36,97,70,70,0.425606615
67,11,57,89,8,41,1.56103616
77,53,82,13,65,49,0.719346653
17,94,9,75,41,85,4.369314957
11,5,80,77,97,24,19.31882293
37,95,82,55,25,65,2.34863223
41,70,64,50,22,46,1.36687964
35,46,92,28,12,7,1.396495722
15,31,78,75,34,15,0.325401263
64,24,97,71,77,57,8.86630774
66,58,16,87,81,66,0.68895324
38,78,98,80,68,92,1.892131158
98,62,89,27,64,61,2.581350599
58,18,79,25,76,68,3.90202626
78,36,3,40,22,5,1.660191928
37,83,79,46,23,19,10.61267848
15,83,74,50,47,62,9.734046384
80,47,88,1,39,14,0.917946084
97,13,75,56,15,44,1.77311874
73,25,58,76,82,20,0.604847911
10,52,71,41,16,50,9.68850771
27,69,56,89,54,35,4.767276367
90,6,63,60,93,8,0.923250751
81,9,59,17,40,24,1.095849443
93,89,11,62,17,17,1.783799884
76,72,45,44,90,31,4.513017594
79,3,86,61,87,10,5.227513055
1,22,11,36,83,84,1.030483587
19,74,63,58,4,98,7.462505966
75,88,27,75,18,82,6.816245683
92,96,35,68,8,69,5.057728652
71,7,6,30,58,90,2.315439632
37,74,9,76,78,52,1.525209968
55,93,26,0,31,80,0.657358748
83,85,77,35,5,50,4.159641972
98,66,57,72,75,79,1.129210149
38,98,72,98,57,65,10.63821578
30,50,13,59,57,15,1.196826932
79,5,28,81,12,57,1.855019743
22,37,5,50,70,12,9.865555411
33,19,29,14,59,84,1.329650577
95,12,18,42,61,59,2.849324606
16,92,41,47,64,3,4.610002508
23,100,71,90,98,85,2.344607319
34,29,0,78,82,43,7.599413166
22,38,56,37,28,30,3.666435287
7,20,4,21,18,46,8.465041198
53,60,57,80,34,83,1.801362362
86,83,65,87,88,93,2.818040935
20,18,61,19,93,79,1.202061433
18,88,34,63,31,29,5.890907427
30,33,48,84,48,57,3.137870451
49,39,6,5,62,47,3.933201341
70,3,70,39,18,45,4.398159717
23,12,44,52,54,12,2.405690263
45,61,50,58,99,8,1.607165495
7,55,96,74,34,34,1.04028671
76,66,79,4,51,66,0.92038406
2,10,27,79,100,60,1.258977145
33,36,3,82,99,28,13.23773251
76,62,9,83,74,67,2.330176315
56,19,56,80,26,60,10.30642197
57,97,32,81,70,55,0.538413606
95,60,0,13,74,61,2.405018665
34,7,99,17,69,67,3.234204204
20,55,17,6,37,11,3.671679362
64,77,38,14,99,91,8.232396174
65,41,26,66,99,34,3.334549542
56,22,63,20,72,47,2.667638717
41,59,93,51,21,63,0.849011499
42,61,10,47,83,8,1.253073921
25,5,23,59,100,1,9.543027295
66,7,18,60,89,93,7.023008637
87,54,64,20,18,86,4.008451995
25,77,60,87,63,64,7.736729188
7,21,23,62,43,77,6.492802667
46,21,18,2,8,93,1.550705705
36,25,31,81,87,27,4.854075935
71,10,53,64,97,90,1.09408276
81,63,19,37,24,88,8.240431998
17,13,59,55,5,42,2.95826994
75,17,36,65,32,92,2.547206539
35,7,90,73,31,57,2.848552486
1,53,94,47,36,85,0.849431591
83,10,63,17,81,37,2.492214428
2,33,0,49,55,67,5.04045158
33,65,71,48,96,79,1.732914908
45,81,68,2,87,6,2.38594782
61,11,23,55,30,91,2.765027517
69,66,41,54,30,5,12.42766242
56,53,52,93,48,39,4.698314312
9,20,85,36,41,54,2.41714312
87,82,6,6,86,79,2.752710168
17,54,64,25,14,97,1.072501821
32,67,20,84,71,86,1.091413775
6,33,37,34,49,99,1.055907368
44,77,78,4,62,85,2.180522015
28,47,14,14,28,59,1.1919696
82,89,34,64,10,19,2.307768414
37,91,56,81,4,43,10.1470185
38,80,54,37,98,78,2.498274469
24,19,68,4,30,44,1.451026404
16,79,95,61,5,61,2.203415559
60,55,26,90,59,7,1.071434521
50,90,59,68,37,35,3.407053257
36,18,93,36,88,51,5.192787882
66,21,6,53,58,100,2.717959784
23,2,3,28,75,72,1.181103221
81,31,58,54,93,91,2.286067234
48,12,11,88,66,40,14.89869199
89,76,75,47,74,83,0.913432645
20,25,2,77,70,33,0.382582016
74,34,77,79,19,54,1.139164235
56,50,17,52,4,13,1.853712588
40,42,56,100,35,77,4.11165126
16,77,28,50,35,92,2.052933618
20,34,64,12,70,95,1.749494571
67,83,52,19,2,78,3.765787249
95,9,44,33,90,66,1.867331485
81,83,52,6,6,87,1.311324175
63,86,38,86,10,58,2.950910516
43,8,66,12,7,25,6.455910639
27,10,76,16,26,85,2.950227024
35,55,12,26,96,82,0.626358973
36,79,69,46,80,73,3.70505946
43,84,92,49,62,33,4.63000333
49,75,21,47,60,65,0.510050745
89,68,25,55,25,86,2.478798883
54,57,44,81,27,6,0.92711164
87,41,30,14,16,62,4.141445916
9,1,46,17,47,41,2.16852045
37,15,29,66,72,100,0.514673884
48,7,100,6,56,24,3.435653488
71,81,53,52,41,14,9.927023629
1,69,22,0,45,96,0.695470932
43,94,11,24,68,4,3.194263907
34,59,37,54,84,19,1.361619247
20,3,2,17,84,3,6.74954723
56,76,33,46,41,100,1.849155794
90,23,97,98,27,37,7.357536686
22,9,53,61,25,64,9.144112278
31,37,85,13,12,8,5.805035285
89,44,17,29,92,15,6.723407239
70,11,65,64,84,74,1.790796059
32,2,27,100,85,2,2.565926348
16,81,16,80,77,35,3.834301689
71,53,22,92,13,47,24
41,47,52,73,97,16,2.387864376
16,61,39,35,64,8,0.774032793
47,93,99,74,57,60,2.02264361
47,46,2,76,73,65,7.87071348
81,88,37,95,2,69,0.286804078
99,0,1,22,92,36,7.702453142
56,69,3,60,38,52,3.330444273
60,46,35,23,38,67,12.81272463
43,60,37,59,3,40,16.98435299
22,100,98,53,93,22,5.74980279
75,44,81,99,20,47,2.029612612
86,33,79,65,91,11,0.520636576
52,52,15,1,83,68,0.550233559
32,55,35,91,55,60,10.33929162
55,78,17,37,27,91,3.067767558
27,13,2,78,3,66,1.06220851
22,40,57,80,65,65,0.493690724
62,40,6,23,11,8,1.241434434
6,5,23,86,16,85,6.821193634
1,45,28,7,78,34,4.129266104
64,36,30,82,51,39,3.642018468
3,65,7,51,63,20,18.00971646
7,5,71,55,30,78,3.333943109
48,94,65,86,7,34,8.338799844
28,75,82,75,84,63,0.943292242
81,57,8,57,42,23,3.245480824
54,0,91,17,26,22,6.834682984
36,34,67,9,14,69,1.808484497
94,86,56,83,35,50,3.874891826
5,58,2,30,32,84,1.012444165
23,82,10,28,24,69,1.814575875
78,5,12,36,86,15,2.725501306
39,1,37,77,90,25,0.427757371
11,22,59,71,99,76,19.26079303
63,54,59,20,64,71,3.286342576
45,44,82,95,3,88,7.383526616
13,91,10,39,32,55,13.53195348
26,21,68,96,59,9,2.008703739
36,35,34,72,28,12,7.575167406
76,1,70,75,84,26,4.488620564
61,16,72,88,57,75,6.603954701
66,98,23,37,50,20,3.78384755
79,46,65,51,92,8,1.683737975
75,10,36,20,82,55,2.320838661
13,21,51,47,83,98,7.49059469
97,8,67,0,90,30,5.80352872
94,1,99,53,1,59,1.505938559
38,69,53,76,86,92,2.827376015
4,100,89,83,26,98,24
75,44,26,9,3,65,8.699819812
25,74,99,32,20,73,4.709077708
80,59,5,87,18,68,0.844381222
52,10,99,83,72,66,3.742366395
62,41,69,16,6,52,8.713679172
10,52,89,50,99,36,1.091778356
32,85,45,23,78,98,11.69889818
40,36,74,61,54,27,3.017966956
39,4,23,38,59,12,24
45,24,60,34,26,19,2.851107783
3,69,92,49,54,63,2.318696277
95,72,46,50,53,44,13.73574254
94,43,27,77,17,30,1.985012767
10,66,13,2,50,57,0.531136526
80,55,89,64,79,17,0.97552061
26,25,9,39,79,4,7.203782552
7,16,68,0,10,41,2.5803292
20,14,6,16,16,6,6.361267523
96,66,91,39,77,52,0.171469898
4,28,95,60,61,25,6.046076502
61,63,27,46,2,45,0.29996298
31,28,88,85,21,36,5.116455944
88,54,27,36,24,19,1.736137553
57,30,84,90,24,66,3.577747354
71,82,29,15,18,18,4.831569422
26,39,49,67,65,92,3.800373766
25,62,34,32,42,6,6.345560631
39,36,37,79,41,4,3.015105147
28,69,42,29,60,49,1.81908861
72,0,21,69,4,97,2.615757481
81,73,41,56,53,85,0.583832211
6,72,63,23,86,4,3.902257763
20,38,79,34,36,53,1.55573315
79,78,95,82,45,51,3.302711476
66,20,89,57,69,47,0.252750568
95,27,47,27,99,81,0.607081926
9,62,99,84,36,24,7.625755769
61,52,37,13,78,74,1.693076309
95,19,47,99,20,28,3.882960926
7,48,92,77,80,99,1.443690348
95,96,24,93,80,81,2.712966051
3,62,71,36,63,90,0.810886655
28,47,96,44,37,34,3.421707266
11,96,17,49,44,15,2.614511943
100,44,41,80,17,18,0.791952068
99,34,33,81,74,78,0.208286414
50,3,70,32,3,30,4.78608662
18,51,64,30,2,10,1.758207058
100,91,61,89,80,81,0.241442703
30,43,57,87,73,31,6.215974429
25,35,57,96,93,64,0.287046174
5,20,36,72,70,58,1.947531887
28,68,94,88,62,9,2.079878401
16,13,67,94,14,76,8.25921856
19,11,96,87,27,2,2.959918631
41,69,31,69,96,84,1.269005157
46,90,1,94,57,38,0.284963943
73,35,55,58,80,90,3.633128848
69,11,42,80,65,48,19.38323947
95,64,34,89,26,56,0.921338949
1,69,68,100,95,20,6.35310419
73,87,76,76,1,53,1.98575633
36,80,20,68,89,62,5.661226119
90,34,74,7,8,6,0.989220914
18,68,18,88,29,77,3.245860928
40,72,75,58,19,50,1.636709586
15,41,5,24,67,65,0.23100327
83,15,53,32,31,55,0.512261431
59,60,87,74,0,72,1.503765816
56,7,76,14,72,57,12.32062562
99,81,19,12,85,87,4.597760309
63,30,98,52,99,95,0.692939053
4,60,25,30,99,33,15.49848213
17,56,44,85,37,37,1.401861637
71,81,60,59,23,25,3.099436222
12,45,5,22,46,54,7.563732806
73,41,76,1,43,84,4.356221985
35,21,72,44,87,20,9.942060623
18,57,13,98,80,36,5.363447299
30,87,66,69,0,97,1.322043973
99,83,15,10,53,77,0.699153238
92,83,11,54,44,85,1.256106623
22,54,50,5,63,66,0.258348222
31,16,36,97,63,88,0.777616475
10,65,99,26,51,68,0.723584877
65,45,53,45,21,34,3.563695896
95,33,70,46,49,27,2.657710173
4,37,90,13,73,74,0.582468696
94,15,18,68,75,72,1.161217809
12,90,7,6,35,34,4.373241457
85,61,47,78,37,63,1.030227313
63,3,61,19,62,85,15.1942517
34,57,67,24,47,7,0.868193286
82,81,86,75,41,10,7.672301811
28,9,97,93,13,17,2.133477257
22,65,76,44,4,28,1.382747584
82,58,56,48,41,35,2.491251933
79,81,88,73,52,9,1.987148838
94,94,25,69,44,6,10.96149878
15,35,65,48,9,16,1.438980949
25,89,39,19,49,50,2.373917795
2,75,51,38,66,16,2.919347546
22,2,13,99,26,45,15.00167317
56,37,75,97,47,5,0.862707343
8,93,89,50,5,93,3.870103138
50,35,91,41,84,29,2.791997668
87,59,37,86,3,21,1.545825695
32,81,9,36,13,62,6.514578058
77,76,75,79,17,22,3.32904249
91,66,72,97,87,12,0.569426297
23,3,8,97,96,98,6.156446832
49,11,90,20,45,70,0.497037235
51,10,47,25,75,21,2.780081608
70,10,85,70,32,86,0.392219277
37,56,23,44,43,92,0.525468815
43,42,21,0,12,47,0.912189735
88,46,60,78,41,65,0.959912323
55,20,21,65,63,2,2.530515854
65,22,60,98,31,97,0.806495051
44,60,3,72,99,48,7.095752749
51,46,40,81,27,42,1.351035515
0,80,94,73,98,16,3.253359541
86,64,75,87,61,40,1.898358389
81,37,34,15,39,42,0.977303756
63,95,64,6,57,20,1.899261431
7,6,23,6,22,21,1.315254993
97,13,47,41,42,4,1.834947303
42,64,42,65,32,15,14.6001396
7,37,97,47,75,39,1.335028377
28,49,28,4,38,69,5.90964056
12,72,37,33,88,17,21.64281181
0,29,6,43,51,78,18.34624142
28,33,83,9,95,91,2.620916282
49,25,14,69,48,41,2.034047793
36,52,3,21,49,47,2.229799011
0,16,67,6,53,87,0.500556638
68,85,92,23,84,58,2.445416764
47,18,82,70,62,35,0.823665546
54,61,62,29,74,95,0.430281958
65,12,91,37,60,1,2.740578788
62,79,53,80,10,96,24
21,43,6,94,48,61,1.015861068
93,27,35,53,15,74,1.460352008
10,45,93,16,34,4,3.059606467
28,81,55,56,47,61,1.575547835
2,75,79,25,98,5,7.982948414
44,80,98,50,3,19,6.152646451
76,82,28,33,86,70,4.530342774
2,57,80,89,23,66,1.982258506
73,35,49,74,67,82,1.532932838
67,100,77,93,18,30,2.91271481
13,38,99,94,93,82,2.761492081
86,18,92,59,89,94,11.41619153
80,87,0,57,16,13,1.18142057
64,90,50,69,46,75,10.97350807
56,36,44,50,88,46,2.129040236
14,64,21,11,37,75,1.949427392
59,100,4,68,38,61,3.947130749
53,50,18,97,80,13,3.273316135
1,47,16,75,6,71,1.82860893
81,19,45,46,42,30,1.636261292
63,44,58,27,79,92,1.006583169
85,25,32,7,62,57,2.353345574
27,38,48,90,50,49,2.315955021
93,2,75,14,53,80,1.681942305
76,75,90,77,18,5,0.539867965
66,32,17,47,4,33,17.75193063
2,23,35,99,92,1,18.37971479
52,83,16,55,64,45,3.649523211
25,50,98,1,92,21,3.588950473
3,21,37,29,26,35,0.787480932
15,57,34,5,57,23,3.97697139
91,78,38,71,63,11,5.35868885
71,19,97,53,48,9,0.342528958
53,22,16,52,51,49,1.005985396
15,58,1,94,59,45,24
30,86,55,84,84,63,4.381206227
86,49,29,1,72,83,0.563304693
1,31,60,98,22,64,0.8185343
72,51,83,82,2,0,1.91187799
90,73,26,76,6,32,1.282012327
44,58,38,0,27,83,7.530442379
53,93,97,55,80,83,0.739896472
58,82,23,64,65,96,4.457568349
58,56,32,19,21,39,8.658310397
21,30,77,3,98,48,6.941858025
33,53,21,30,18,27,1.102165609
72,83,70,19,73,86,3.806263143
96,3,57,99,45,48,10.95322136
55,19,27,35,71,26,0.66743145
33,72,77,1,13,74,0.980966121
98,43,9,51,8,44,24
25,25,81,92,78,59,6.065957149
70,18,32,55,64,96,6.220947251
44,90,17,100,48,23,1.915383732
90,38,85,71,77,94,5.958765381
75,18,51,85,92,0,3.674892071
80,95,10,30,65,70,0.918887493
20,46,22,7,18,50,5.249121532
42,73,49,6,89,71,4.517272325
85,35,27,8,76,17,7.199875252
89,87,95,53,6,35,8.156498699
38,36,55,24,56,24,3.429242594
12,35,64,62,69,100,2.123128245
41,82,11,51,53,50,1.196713491
44,50,45,71,1,45,0.843009648
86,87,37,16,16,19,1.097959766
50,13,21,80,53,79,4.948952714
93,37,72,47,68,30,1.883987684
16,78,61,33,1,1,3.156489737
90,52,88,80,31,55,0.982090414
83,58,20,56,33,43,10.08261138
62,10,61,27,32,13,1.278714095
6,78,99,22,94,9,24
54,21,34,93,76,50,6.960707694
3,3,70,99,18,28,14.58185291
30,56,44,36,15,25,4.696005137
93,87,18,55,68,100,3.038891882
94,25,4,79,69,13,0.711361036
55,4,30,67,98,40,4.636717931
3,62,46,94,69,52,1.824556591
81,56,77,63,30,48,0.409838559
83,11,64,41,14,85,3.59227144
39,51,84,49,45,17,4.679934596
46,1,12,55,70,2,0.988289983
49,37,35,33,85,13,4.095200326
22,56,71,18,56,78,1.075864877
50,38,49,74,100,26,4.549026332
37,29,53,16,43,83,1.680486233
8,27,48,96,62,63,2.665035029
60,42,60,73,74,43,2.574307959
79,68,88,58,70,47,1.958071453
20,40,41,87,95,2,1.890426032
8,26,58,18,33,88,1.729856461
24,71,16,0,59,10,8.187689206
35,40,17,36,74,40,4.29298517
42,32,14,19,76,55,4.889867203
77,13,4,27,85,46,10.1763982
80,43,80,26,88,76,0.984681446
27,18,17,71,85,36,2.345310211
63,91,4,40,2,4,13.19796613
44,99,61,97,71,87,1.7261006
55,16,60,96,3,40,8.955213344
47,93,77,31,75,12,1.802995858
7,100,85,75,25,78,4.008990794
13,75,18,100,48,56,24
14,70,71,9,93,19,24
38,96,14,95,73,59,11.01759996
24,62,65,24,75,4,1.024441566
62,85,67,49,4,84,10.18933255
58,94,82,11,72,97,1.577354742
74,24,10,41,98,94,1.042029708
28,87,65,89,98,22,1.431746729
2,59,51,47,97,31,1.760557702
38,31,19,11,69,82,1.020821871
21,22,100,68,24,49,2.727132915
100,93,76,65,59,99,11.60379583
40,35,41,55,9,18,4.781052977
19,40,29,67,1,2,0.457407898
18,14,50,79,1,3,4.039025491
12,50,88,78,36,17,7.132813689
90,25,74,4,78,17,1.108249355
18,62,68,43,26,47,6.036062526
79,6,100,98,0,58,2.657673092
65,93,20,71,97,64,20.83706831
64,24,18,22,82,86,2.781312286
2,22,63,67,42,6,5.21803978
23,26,13,44,39,82,0.910705936
37,36,13,77,20,5,13.66061434
1,94,44,64,19,41,0.59995719
55,28,14,68,39,30,1.375588363
79,80,35,85,15,9,17.27207017
92,70,26,4,66,35,0.947581214
36,48,23,19,5,80,2.846253265
3,67,30,47,100,45,1.491137969
77,98,34,5,87,69,2.625982316
80,17,90,58,40,35,0.271356777
43,39,16,42,40,65,0.566057782
44,48,82,69,76,54,1.064864144
80,68,14,98,0,9,4.995847326
83,32,79,81,11,39,4.407674401
46,6,39,85,26,25,19.45471359
92,42,46,29,70,80,7.236723936
25,50,77,91,97,60,14.07188981
80,60,31,59,84,84,3.123925439
75,85,40,42,37,20,3.625578745
91,43,70,67,87,34,4.451039503
8,89,0,62,14,77,0.592707041
95,90,90,2,18,52,0.697335548
97,0,61,65,46,17,1.432882757
79,12,29,25,35,94,1.417259204
47,9,23,14,16,70,0.710236893
30,22,93,63,74,66,1.719892812
54,75,82,43,31,3,0.583789936
90,46,37,77,99,15,4.718182571
92,14,77,42,91,15,3.400159055
0,11,75,11,100,64,1.784408229
90,23,88,84,64,33,2.143876574
95,31,8,75,95,44,3.752215227
58,89,68,43,11,83,1.484959167
10,15,45,41,58,92,1.619187227
98,98,98,33,91,89,20.23552604
1,79,36,0,69,93,1.949962438
45,17,7,42,83,84,0.623799549
0,17,28,75,17,52,7.138816721
69,53,64,71,69,80,2.181186604
70,79,72,56,2,97,3.151402506
65,14,49,29,91,40,0.91779803
1,86,98,39,91,63,4.345314165
68,98,73,69,5,96,1.358915537
12,6,17,26,93,77,2.617352008
18,7,77,94,80,96,2.458108626
82,68,74,67,19,35,7.273110712
46,92,36,29,93,33,2.335232217
0,27,81,27,87,24,1.77338319
98,29,82,77,2,10,1.481460825
17,100,42,29,21,91,3.421199542
31,25,47,55,10,78,0.768498665
95,12,41,54,82,5,2.769870909
71,40,77,64,47,92,2.041288016
10,16,18,60,0,76,4.830276287
19,45,94,6,12,71,1.768099402
7,44,33,16,8,93,10.52599972
91,97,97,86,19,79,1.705757784
84,92,47,71,91,90,1.35431475
37,60,32,88,58,32,5.219239984
5,6,35,97,84,6,4.571591494
1,77,93,94,84,71,10.13425599
73,35,45,49,74,11,0.538170814
72,15,84,14,88,33,3.831360035
54,14,53,64,40,58,1.03675047
2,39,59,87,6,18,1.676462916
65,70,40,51,34,95,15.29130305
99,35,18,20,89,100,1.580877948
71,96,47,10,53,25,0.724988409
72,44,37,81,32,13,1.843261662
25,57,95,63,45,48,0.472513933
97,42,99,30,93,65,1.965865775
47,69,19,94,33,89,0.6548164
93,0,46,98,71,27,4.738511784
7,86,95,47,99,81,1.593936409
66,63,46,93,14,31,15.58725245
74,34,41,16,26,71,2.190187904
88,38,98,60,39,100,1.255221752
68,5,11,0,93,37,0.940854615
75,9,24,92,25,59,1.643671542
29,14,56,50,72,55,3.771108078
26,68,92,3,16,94,0.557187833
42,11,24,39,43,28,2.165471462
4,31,32,11,53,0,9.435863227
19,54,81,49,24,9,13.11580291
51,68,42,48,84,31,5.812075403
20,41,51,35,50,41,0.783362613
2,1,99,67,91,90,1.3571331
40,40,55,56,88,4,7.93076222
63,96,55,64,24,49,2.552657208
67,41,91,59,2,42,7.027799695
87,5,93,76,73,77,1.051165446
70,25,72,13,34,60,0.435564695
23,89,99,73,41,75,3.493913613
51,71,2,28,16,56,7.277884779
74,88,59,23,37,32,2.112523295
1,22,46,97,73,47,4.447979362
43,37,23,29,52,48,10.63208905
40,16,54,30,92,56,9.586340912
69,57,79,67,12,1,0.48768256
6,50,32,0,9,33,1.534594376
37,79,1,67,65,90,3.124866417
81,44,24,48,5,18,0.538848707
44,90,38,36,49,50,2.467839384
8,88,2,49,62,86,12.49086744
52,95,48,15,92,31,2.695931044
27,24,67,88,70,15,10.46490912
18,31,35,24,68,13,7.125831091
67,18,94,89,90,42,2.092914623
3,59,17,99,41,33,3.45644428
12,85,45,2,84,97,6.895455225
91,82,34,95,2,98,2.448839771
10,10,87,12,71,39,2.76668299
1,85,97,24,14,50,1.842341253
69,83,72,26,18,60,6.578421495
11,46,84,57,23,41,1.656847685
36,79,5,45,90,47,0.65736146
55,42,36,78,96,88,2.870886029
87,74,85,31,15,24,5.888290411
51,5,5,38,24,30,2.964432514
72,60,61,77,9,82,1.226353053
89,66,35,1,42,37,2.604940902
3,61,10,30,44,12,1.87611983
3,18,84,81,85,97,1.098144946
48,73,37,82,25,11,9.799084166
51,31,70,75,85,71,13.67941233
33,84,42,88,42,44,4.001018543
21,30,20,34,21,12,5.523082508
12,69,50,87,68,99,0.597711597
62,100,66,55,76,3,2.992893948
14,3,58,10,86,83,0.678689256
39,34,34,83,96,45,24
37,12,64,74,90,27,1.627929677
54,38,54,13,15,76,6.74972074
43,75,74,66,4,70,2.664735393
65,86,67,40,89,45,1.814483078
65,57,98,7,84,45,8.781859209
42,2,51,82,78,6,5.3963181
71,16,30,29,79,87,2.952477807
37,57,93,66,21,34,0.89988682
81,85,45,100,49,96,9.9522718
28,45,93,14,83,79,18.25844133
74,28,23,62,52,94,0.486805845
55,90,21,43,31,70,3.304970021
5,6,55,13,99,29,11.39089664
8,50,1,28,44,67,0.252980937
21,67,93,63,58,91,1.183662903
45,63,82,45,26,86,3.172276937
88,10,86,91,57,79,7.207884458
30,96,80,65,83,20,1.960351393
20,34,48,55,50,98,1.573039247
37,58,46,43,30,43,2.836204384
51,27,56,47,35,43,0.454487076
18,81,63,27,27,33,4.760849612
9,5,57,47,20,48,0.606048477
45,86,54,79,29,88,1.458370404
100,97,86,49,34,82,16.66450309
75,15,43,59,17,28,2.814784323
82,86,68,3,35,78,2.398654692
65,34,63,81,29,92,10.22357438
78,5,63,22,97,35,1.508615403
37,87,68,45,76,24,1.382265585
61,14,21,66,1,63,1.112644329
71,8,80,22,12,82,4.607954954
45,45,36,98,95,18,0.895196553
34,7,57,22,18,72,6.158381666
42,32,76,45,39,41,4.375170545
29,25,62,40,84,26,3.15048818
72,16,37,21,40,69,6.138641091
62,94,34,77,84,16,1.261365596
29,10,69,99,68,82,2.005711173
82,25,83,46,13,87,6.723133759
28,67,58,71,98,40,23.22457312
65,71,49,47,43,100,1.694248149
91,87,46,73,92,15,1.165297365
71,86,86,62,27,73,2.398920437
88,77,74,19,19,97,1.618430032
73,38,3,15,76,36,2.765177118
21,82,48,59,38,94,1.426517713
34,65,77,36,78,88,3.416178812
41,67,64,95,69,74,1.671212484
23,51,61,47,38,82,3.800570138
25,10,45,36,38,29,5.722743015
30,95,93,93,10,30,1.51014371
86,82,57,65,90,2,1.715356944
1,88,41,57,24,63,2.297905386
38,49,16,5,80,10,2.842894415
